codepoint	ascii	comment
0x00246d	"(14)"	" ⑭  CIRCLED NUMBER FOURTEEN"
0x00246e	"(15)"	" ⑮  CIRCLED NUMBER FIFTEEN"
0x00246f	"(16)"	" ⑯  CIRCLED NUMBER SIXTEEN"
0x002470	"(17)"	" ⑰  CIRCLED NUMBER SEVENTEEN"
0x002471	"(18)"	" ⑱  CIRCLED NUMBER EIGHTEEN"
0x002472	"(19)"	" ⑲  CIRCLED NUMBER NINETEEN"
0x002473	"(20)"	" ⑳  CIRCLED NUMBER TWENTY"
0x002474	"(1)"	" ⑴  PARENTHESIZED DIGIT ONE"
0x002475	"(2)"	" ⑵  PARENTHESIZED DIGIT TWO"
0x002476	"(3)"	" ⑶  PARENTHESIZED DIGIT THREE"
0x002477	"(4)"	" ⑷  PARENTHESIZED DIGIT FOUR"
0x002478	"(5)"	" ⑸  PARENTHESIZED DIGIT FIVE"
0x002479	"(6)"	" ⑹  PARENTHESIZED DIGIT SIX"
0x00247a	"(7)"	" ⑺  PARENTHESIZED DIGIT SEVEN"
0x00247b	"(8)"	" ⑻  PARENTHESIZED DIGIT EIGHT"
0x00247c	"(9)"	" ⑼  PARENTHESIZED DIGIT NINE"
0x00247d	"(10)"	" ⑽  PARENTHESIZED NUMBER TEN"
0x00247e	"(11)"	" ⑾  PARENTHESIZED NUMBER ELEVEN"
0x00247f	"(12)"	" ⑿  PARENTHESIZED NUMBER TWELVE"
0x002480	"(13)"	" ⒀  PARENTHESIZED NUMBER THIRTEEN"
0x002481	"(14)"	" ⒁  PARENTHESIZED NUMBER FOURTEEN"
0x002482	"(15)"	" ⒂  PARENTHESIZED NUMBER FIFTEEN"
0x002483	"(16)"	" ⒃  PARENTHESIZED NUMBER SIXTEEN"
0x002484	"(17)"	" ⒄  PARENTHESIZED NUMBER SEVENTEEN"
0x002485	"(18)"	" ⒅  PARENTHESIZED NUMBER EIGHTEEN"
0x002486	"(19)"	" ⒆  PARENTHESIZED NUMBER NINETEEN"
0x002487	"(20)"	" ⒇  PARENTHESIZED NUMBER TWENTY"
0x002488	"1."	" ⒈  DIGIT ONE FULL STOP"
0x002489	"2."	" ⒉  DIGIT TWO FULL STOP"
0x00248a	"3."	" ⒊  DIGIT THREE FULL STOP"
0x00248b	"4."	" ⒋  DIGIT FOUR FULL STOP"
0x00248c	"5."	" ⒌  DIGIT FIVE FULL STOP"
0x00248d	"6."	" ⒍  DIGIT SIX FULL STOP"
0x00248e	"7."	" ⒎  DIGIT SEVEN FULL STOP"
0x00248f	"8."	" ⒏  DIGIT EIGHT FULL STOP"
0x002490	"9."	" ⒐  DIGIT NINE FULL STOP"
0x002491	"10."	" ⒑  NUMBER TEN FULL STOP"
0x002492	"11."	" ⒒  NUMBER ELEVEN FULL STOP"
0x002493	"12."	" ⒓  NUMBER TWELVE FULL STOP"
0x002494	"13."	" ⒔  NUMBER THIRTEEN FULL STOP"
0x002495	"14."	" ⒕  NUMBER FOURTEEN FULL STOP"
0x002496	"15."	" ⒖  NUMBER FIFTEEN FULL STOP"
0x002497	"16."	" ⒗  NUMBER SIXTEEN FULL STOP"
0x002498	"17."	" ⒘  NUMBER SEVENTEEN FULL STOP"
0x002499	"18."	" ⒙  NUMBER EIGHTEEN FULL STOP"
0x00249a	"19."	" ⒚  NUMBER NINETEEN FULL STOP"
0x00249b	"20."	" ⒛  NUMBER TWENTY FULL STOP"
0x00249c	"(a)"	" ⒜  PARENTHESIZED LATIN SMALL LETTER A"
0x00249d	"(b)"	" ⒝  PARENTHESIZED LATIN SMALL LETTER B"
0x00249e	"(c)"	" ⒞  PARENTHESIZED LATIN SMALL LETTER C"
0x00249f	"(d)"	" ⒟  PARENTHESIZED LATIN SMALL LETTER D"
0x0024a0	"(e)"	" ⒠  PARENTHESIZED LATIN SMALL LETTER E"
0x0024a1	"(f)"	" ⒡  PARENTHESIZED LATIN SMALL LETTER F"
0x0024a2	"(g)"	" ⒢  PARENTHESIZED LATIN SMALL LETTER G"
0x0024a3	"(h)"	" ⒣  PARENTHESIZED LATIN SMALL LETTER H"
0x0024a4	"(i)"	" ⒤  PARENTHESIZED LATIN SMALL LETTER I"
0x0024a5	"(j)"	" ⒥  PARENTHESIZED LATIN SMALL LETTER J"
0x0024a6	"(k)"	" ⒦  PARENTHESIZED LATIN SMALL LETTER K"
0x0024a7	"(l)"	" ⒧  PARENTHESIZED LATIN SMALL LETTER L"
0x0024a8	"(m)"	" ⒨  PARENTHESIZED LATIN SMALL LETTER M"
0x0024a9	"(n)"	" ⒩  PARENTHESIZED LATIN SMALL LETTER N"
0x0024aa	"(o)"	" ⒪  PARENTHESIZED LATIN SMALL LETTER O"
0x0024ab	"(p)"	" ⒫  PARENTHESIZED LATIN SMALL LETTER P"
0x0024ac	"(q)"	" ⒬  PARENTHESIZED LATIN SMALL LETTER Q"
0x0024ad	"(r)"	" ⒭  PARENTHESIZED LATIN SMALL LETTER R"
0x0024ae	"(s)"	" ⒮  PARENTHESIZED LATIN SMALL LETTER S"
0x0024af	"(t)"	" ⒯  PARENTHESIZED LATIN SMALL LETTER T"
0x0024b0	"(u)"	" ⒰  PARENTHESIZED LATIN SMALL LETTER U"
0x0024b1	"(v)"	" ⒱  PARENTHESIZED LATIN SMALL LETTER V"
0x0024b2	"(w)"	" ⒲  PARENTHESIZED LATIN SMALL LETTER W"
0x0024b3	"(x)"	" ⒳  PARENTHESIZED LATIN SMALL LETTER X"
0x0024b4	"(y)"	" ⒴  PARENTHESIZED LATIN SMALL LETTER Y"
0x0024b5	"(z)"	" ⒵  PARENTHESIZED LATIN SMALL LETTER Z"
0x0024b6	"(A)"	" Ⓐ  CIRCLED LATIN CAPITAL LETTER A"
0x0024b7	"(B)"	" Ⓑ  CIRCLED LATIN CAPITAL LETTER B"
0x0024b8	"(C)"	" Ⓒ  CIRCLED LATIN CAPITAL LETTER C"
0x0024b9	"(D)"	" Ⓓ  CIRCLED LATIN CAPITAL LETTER D"
0x0024ba	"(E)"	" Ⓔ  CIRCLED LATIN CAPITAL LETTER E"
0x0024bb	"(F)"	" Ⓕ  CIRCLED LATIN CAPITAL LETTER F"
0x0024bc	"(G)"	" Ⓖ  CIRCLED LATIN CAPITAL LETTER G"
0x0024bd	"(H)"	" Ⓗ  CIRCLED LATIN CAPITAL LETTER H"
0x0024be	"(I)"	" Ⓘ  CIRCLED LATIN CAPITAL LETTER I"
0x0024bf	"(J)"	" Ⓙ  CIRCLED LATIN CAPITAL LETTER J"
0x0024c0	"(K)"	" Ⓚ  CIRCLED LATIN CAPITAL LETTER K"
0x0024c1	"(L)"	" Ⓛ  CIRCLED LATIN CAPITAL LETTER L"
0x0024c2	"(M)"	" Ⓜ  CIRCLED LATIN CAPITAL LETTER M"
0x0024c3	"(N)"	" Ⓝ  CIRCLED LATIN CAPITAL LETTER N"
0x0024c4	"(O)"	" Ⓞ  CIRCLED LATIN CAPITAL LETTER O"
0x0024c5	"(P)"	" Ⓟ  CIRCLED LATIN CAPITAL LETTER P"
0x0024c6	"(Q)"	" Ⓠ  CIRCLED LATIN CAPITAL LETTER Q"
0x0024c7	"(R)"	" Ⓡ  CIRCLED LATIN CAPITAL LETTER R"
0x0024c8	"(S)"	" Ⓢ  CIRCLED LATIN CAPITAL LETTER S"
0x0024c9	"(T)"	" Ⓣ  CIRCLED LATIN CAPITAL LETTER T"
0x0024ca	"(U)"	" Ⓤ  CIRCLED LATIN CAPITAL LETTER U"
0x0024cb	"(V)"	" Ⓥ  CIRCLED LATIN CAPITAL LETTER V"
0x0024cc	"(W)"	" Ⓦ  CIRCLED LATIN CAPITAL LETTER W"
0x0024cd	"(X)"	" Ⓧ  CIRCLED LATIN CAPITAL LETTER X"
0x0024ce	"(Y)"	" Ⓨ  CIRCLED LATIN CAPITAL LETTER Y"
0x0024cf	"(Z)"	" Ⓩ  CIRCLED LATIN CAPITAL LETTER Z"
0x0024d0	"(a)"	" ⓐ  CIRCLED LATIN SMALL LETTER A"
0x0024d1	"(b)"	" ⓑ  CIRCLED LATIN SMALL LETTER B"
0x0024d2	"(c)"	" ⓒ  CIRCLED LATIN SMALL LETTER C"
0x0024d3	"(d)"	" ⓓ  CIRCLED LATIN SMALL LETTER D"
0x0024d4	"(e)"	" ⓔ  CIRCLED LATIN SMALL LETTER E"
0x0024d5	"(f)"	" ⓕ  CIRCLED LATIN SMALL LETTER F"
0x0024d6	"(g)"	" ⓖ  CIRCLED LATIN SMALL LETTER G"
0x0024d7	"(h)"	" ⓗ  CIRCLED LATIN SMALL LETTER H"
0x0024d8	"(i)"	" ⓘ  CIRCLED LATIN SMALL LETTER I"
0x0024d9	"(j)"	" ⓙ  CIRCLED LATIN SMALL LETTER J"
0x0024da	"(k)"	" ⓚ  CIRCLED LATIN SMALL LETTER K"
0x0024db	"(l)"	" ⓛ  CIRCLED LATIN SMALL LETTER L"
0x0024dc	"(m)"	" ⓜ  CIRCLED LATIN SMALL LETTER M"
0x0024dd	"(n)"	" ⓝ  CIRCLED LATIN SMALL LETTER N"
0x0024de	"(o)"	" ⓞ  CIRCLED LATIN SMALL LETTER O"
0x0024df	"(p)"	" ⓟ  CIRCLED LATIN SMALL LETTER P"
0x0024e0	"(q)"	" ⓠ  CIRCLED LATIN SMALL LETTER Q"
0x0024e1	"(r)"	" ⓡ  CIRCLED LATIN SMALL LETTER R"
0x0024e2	"(s)"	" ⓢ  CIRCLED LATIN SMALL LETTER S"
0x0024e3	"(t)"	" ⓣ  CIRCLED LATIN SMALL LETTER T"
0x0024e4	"(u)"	" ⓤ  CIRCLED LATIN SMALL LETTER U"
0x0024e5	"(v)"	" ⓥ  CIRCLED LATIN SMALL LETTER V"
0x0024e6	"(w)"	" ⓦ  CIRCLED LATIN SMALL LETTER W"
0x0024e7	"(x)"	" ⓧ  CIRCLED LATIN SMALL LETTER X"
0x0024e8	"(y)"	" ⓨ  CIRCLED LATIN SMALL LETTER Y"
0x0024e9	"(z)"	" ⓩ  CIRCLED LATIN SMALL LETTER Z"
0x0024ea	"(0)"	" ⓪  CIRCLED DIGIT ZERO"
0x0024eb	"--null--"	" ⓫  NEGATIVE CIRCLED NUMBER ELEVEN"
0x0024ec	"--null--"	" ⓬  NEGATIVE CIRCLED NUMBER TWELVE"
0x0024ed	"--null--"	" ⓭  NEGATIVE CIRCLED NUMBER THIRTEEN"
0x0024ee	"--null--"	" ⓮  NEGATIVE CIRCLED NUMBER FOURTEEN"
0x0024ef	"--null--"	" ⓯  NEGATIVE CIRCLED NUMBER FIFTEEN"
0x0024f0	"--null--"	" ⓰  NEGATIVE CIRCLED NUMBER SIXTEEN"
0x0024f1	"--null--"	" ⓱  NEGATIVE CIRCLED NUMBER SEVENTEEN"
0x0024f2	"--null--"	" ⓲  NEGATIVE CIRCLED NUMBER EIGHTEEN"
0x0024f3	"--null--"	" ⓳  NEGATIVE CIRCLED NUMBER NINETEEN"
0x0024f4	"--null--"	" ⓴  NEGATIVE CIRCLED NUMBER TWENTY"
0x0024f5	"--null--"	" ⓵  DOUBLE CIRCLED DIGIT ONE"
0x0024f6	"--null--"	" ⓶  DOUBLE CIRCLED DIGIT TWO"
0x0024f7	"--null--"	" ⓷  DOUBLE CIRCLED DIGIT THREE"
0x0024f8	"--null--"	" ⓸  DOUBLE CIRCLED DIGIT FOUR"
0x0024f9	"--null--"	" ⓹  DOUBLE CIRCLED DIGIT FIVE"
0x0024fa	"--null--"	" ⓺  DOUBLE CIRCLED DIGIT SIX"
0x0024fb	"--null--"	" ⓻  DOUBLE CIRCLED DIGIT SEVEN"
0x0024fc	"--null--"	" ⓼  DOUBLE CIRCLED DIGIT EIGHT"
0x0024fd	"--null--"	" ⓽  DOUBLE CIRCLED DIGIT NINE"
0x0024fe	"--null--"	" ⓾  DOUBLE CIRCLED NUMBER TEN"
0x0024ff	"--null--"	" ⓿  NEGATIVE CIRCLED DIGIT ZERO"
0x002500	"-"	" ─  BOX DRAWINGS LIGHT HORIZONTAL"
0x002501	"--null--"	" ━  BOX DRAWINGS HEAVY HORIZONTAL"
0x002502	"|"	" │  BOX DRAWINGS LIGHT VERTICAL"
0x002503	"--null--"	" ┃  BOX DRAWINGS HEAVY VERTICAL"
0x002504	"--null--"	" ┄  BOX DRAWINGS LIGHT TRIPLE DASH HORIZONTAL"
0x002505	"--null--"	" ┅  BOX DRAWINGS HEAVY TRIPLE DASH HORIZONTAL"
0x002506	"--null--"	" ┆  BOX DRAWINGS LIGHT TRIPLE DASH VERTICAL"
0x002507	"--null--"	" ┇  BOX DRAWINGS HEAVY TRIPLE DASH VERTICAL"
0x002508	"--null--"	" ┈  BOX DRAWINGS LIGHT QUADRUPLE DASH HORIZONTAL"
0x002509	"--null--"	" ┉  BOX DRAWINGS HEAVY QUADRUPLE DASH HORIZONTAL"
0x00250a	"--null--"	" ┊  BOX DRAWINGS LIGHT QUADRUPLE DASH VERTICAL"
0x00250b	"--null--"	" ┋  BOX DRAWINGS HEAVY QUADRUPLE DASH VERTICAL"
0x00250c	"+"	" ┌  BOX DRAWINGS LIGHT DOWN AND RIGHT"
0x00250d	"--null--"	" ┍  BOX DRAWINGS DOWN LIGHT AND RIGHT HEAVY"
0x00250e	"--null--"	" ┎  BOX DRAWINGS DOWN HEAVY AND RIGHT LIGHT"
0x00250f	"--null--"	" ┏  BOX DRAWINGS HEAVY DOWN AND RIGHT"
0x002510	"+"	" ┐  BOX DRAWINGS LIGHT DOWN AND LEFT"
0x002511	"--null--"	" ┑  BOX DRAWINGS DOWN LIGHT AND LEFT HEAVY"
0x002512	"--null--"	" ┒  BOX DRAWINGS DOWN HEAVY AND LEFT LIGHT"
0x002513	"--null--"	" ┓  BOX DRAWINGS HEAVY DOWN AND LEFT"
0x002514	"+"	" └  BOX DRAWINGS LIGHT UP AND RIGHT"
0x002515	"--null--"	" ┕  BOX DRAWINGS UP LIGHT AND RIGHT HEAVY"
0x002516	"--null--"	" ┖  BOX DRAWINGS UP HEAVY AND RIGHT LIGHT"
0x002517	"--null--"	" ┗  BOX DRAWINGS HEAVY UP AND RIGHT"
0x002518	"+"	" ┘  BOX DRAWINGS LIGHT UP AND LEFT"
0x002519	"--null--"	" ┙  BOX DRAWINGS UP LIGHT AND LEFT HEAVY"
0x00251a	"--null--"	" ┚  BOX DRAWINGS UP HEAVY AND LEFT LIGHT"
0x00251b	"--null--"	" ┛  BOX DRAWINGS HEAVY UP AND LEFT"
0x00251c	"+"	" ├  BOX DRAWINGS LIGHT VERTICAL AND RIGHT"
0x00251d	"--null--"	" ┝  BOX DRAWINGS VERTICAL LIGHT AND RIGHT HEAVY"
0x00251e	"--null--"	" ┞  BOX DRAWINGS UP HEAVY AND RIGHT DOWN LIGHT"
0x00251f	"--null--"	" ┟  BOX DRAWINGS DOWN HEAVY AND RIGHT UP LIGHT"
0x002520	"--null--"	" ┠  BOX DRAWINGS VERTICAL HEAVY AND RIGHT LIGHT"
0x002521	"--null--"	" ┡  BOX DRAWINGS DOWN LIGHT AND RIGHT UP HEAVY"
0x002522	"--null--"	" ┢  BOX DRAWINGS UP LIGHT AND RIGHT DOWN HEAVY"
0x002523	"--null--"	" ┣  BOX DRAWINGS HEAVY VERTICAL AND RIGHT"
0x002524	"+"	" ┤  BOX DRAWINGS LIGHT VERTICAL AND LEFT"
0x002525	"--null--"	" ┥  BOX DRAWINGS VERTICAL LIGHT AND LEFT HEAVY"
0x002526	"--null--"	" ┦  BOX DRAWINGS UP HEAVY AND LEFT DOWN LIGHT"
0x002527	"--null--"	" ┧  BOX DRAWINGS DOWN HEAVY AND LEFT UP LIGHT"
0x002528	"--null--"	" ┨  BOX DRAWINGS VERTICAL HEAVY AND LEFT LIGHT"
0x002529	"--null--"	" ┩  BOX DRAWINGS DOWN LIGHT AND LEFT UP HEAVY"
0x00252a	"--null--"	" ┪  BOX DRAWINGS UP LIGHT AND LEFT DOWN HEAVY"
0x00252b	"--null--"	" ┫  BOX DRAWINGS HEAVY VERTICAL AND LEFT"
0x00252c	"+"	" ┬  BOX DRAWINGS LIGHT DOWN AND HORIZONTAL"
0x00252d	"--null--"	" ┭  BOX DRAWINGS LEFT HEAVY AND RIGHT DOWN LIGHT"
0x00252e	"--null--"	" ┮  BOX DRAWINGS RIGHT HEAVY AND LEFT DOWN LIGHT"
0x00252f	"--null--"	" ┯  BOX DRAWINGS DOWN LIGHT AND HORIZONTAL HEAVY"
0x002530	"--null--"	" ┰  BOX DRAWINGS DOWN HEAVY AND HORIZONTAL LIGHT"
0x002531	"--null--"	" ┱  BOX DRAWINGS RIGHT LIGHT AND LEFT DOWN HEAVY"
0x002532	"--null--"	" ┲  BOX DRAWINGS LEFT LIGHT AND RIGHT DOWN HEAVY"
0x002533	"--null--"	" ┳  BOX DRAWINGS HEAVY DOWN AND HORIZONTAL"
0x002534	"+"	" ┴  BOX DRAWINGS LIGHT UP AND HORIZONTAL"
0x002535	"--null--"	" ┵  BOX DRAWINGS LEFT HEAVY AND RIGHT UP LIGHT"
0x002536	"--null--"	" ┶  BOX DRAWINGS RIGHT HEAVY AND LEFT UP LIGHT"
0x002537	"--null--"	" ┷  BOX DRAWINGS UP LIGHT AND HORIZONTAL HEAVY"
0x002538	"--null--"	" ┸  BOX DRAWINGS UP HEAVY AND HORIZONTAL LIGHT"
0x002539	"--null--"	" ┹  BOX DRAWINGS RIGHT LIGHT AND LEFT UP HEAVY"
0x00253a	"--null--"	" ┺  BOX DRAWINGS LEFT LIGHT AND RIGHT UP HEAVY"
0x00253b	"--null--"	" ┻  BOX DRAWINGS HEAVY UP AND HORIZONTAL"
0x00253c	"+"	" ┼  BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL"
0x00253d	"--null--"	" ┽  BOX DRAWINGS LEFT HEAVY AND RIGHT VERTICAL LIGHT"
0x00253e	"--null--"	" ┾  BOX DRAWINGS RIGHT HEAVY AND LEFT VERTICAL LIGHT"
0x00253f	"--null--"	" ┿  BOX DRAWINGS VERTICAL LIGHT AND HORIZONTAL HEAVY"
0x002540	"--null--"	" ╀  BOX DRAWINGS UP HEAVY AND DOWN HORIZONTAL LIGHT"
0x002541	"--null--"	" ╁  BOX DRAWINGS DOWN HEAVY AND UP HORIZONTAL LIGHT"
0x002542	"--null--"	" ╂  BOX DRAWINGS VERTICAL HEAVY AND HORIZONTAL LIGHT"
0x002543	"--null--"	" ╃  BOX DRAWINGS LEFT UP HEAVY AND RIGHT DOWN LIGHT"
0x002544	"--null--"	" ╄  BOX DRAWINGS RIGHT UP HEAVY AND LEFT DOWN LIGHT"
0x002545	"--null--"	" ╅  BOX DRAWINGS LEFT DOWN HEAVY AND RIGHT UP LIGHT"
0x002546	"--null--"	" ╆  BOX DRAWINGS RIGHT DOWN HEAVY AND LEFT UP LIGHT"
0x002547	"--null--"	" ╇  BOX DRAWINGS DOWN LIGHT AND UP HORIZONTAL HEAVY"
0x002548	"--null--"	" ╈  BOX DRAWINGS UP LIGHT AND DOWN HORIZONTAL HEAVY"
0x002549	"--null--"	" ╉  BOX DRAWINGS RIGHT LIGHT AND LEFT VERTICAL HEAVY"
0x00254a	"--null--"	" ╊  BOX DRAWINGS LEFT LIGHT AND RIGHT VERTICAL HEAVY"
0x00254b	"--null--"	" ╋  BOX DRAWINGS HEAVY VERTICAL AND HORIZONTAL"
0x00254c	"--null--"	" ╌  BOX DRAWINGS LIGHT DOUBLE DASH HORIZONTAL"
0x00254d	"--null--"	" ╍  BOX DRAWINGS HEAVY DOUBLE DASH HORIZONTAL"
0x00254e	"--null--"	" ╎  BOX DRAWINGS LIGHT DOUBLE DASH VERTICAL"
0x00254f	"--null--"	" ╏  BOX DRAWINGS HEAVY DOUBLE DASH VERTICAL"
0x002550	"--null--"	" ═  BOX DRAWINGS DOUBLE HORIZONTAL"
0x002551	"--null--"	" ║  BOX DRAWINGS DOUBLE VERTICAL"
0x002552	"--null--"	" ╒  BOX DRAWINGS DOWN SINGLE AND RIGHT DOUBLE"
0x002553	"--null--"	" ╓  BOX DRAWINGS DOWN DOUBLE AND RIGHT SINGLE"
0x002554	"--null--"	" ╔  BOX DRAWINGS DOUBLE DOWN AND RIGHT"
0x002555	"--null--"	" ╕  BOX DRAWINGS DOWN SINGLE AND LEFT DOUBLE"
0x002556	"--null--"	" ╖  BOX DRAWINGS DOWN DOUBLE AND LEFT SINGLE"
0x002557	"--null--"	" ╗  BOX DRAWINGS DOUBLE DOWN AND LEFT"
0x002558	"--null--"	" ╘  BOX DRAWINGS UP SINGLE AND RIGHT DOUBLE"
0x002559	"--null--"	" ╙  BOX DRAWINGS UP DOUBLE AND RIGHT SINGLE"
0x00255a	"--null--"	" ╚  BOX DRAWINGS DOUBLE UP AND RIGHT"
0x00255b	"--null--"	" ╛  BOX DRAWINGS UP SINGLE AND LEFT DOUBLE"
0x00255c	"--null--"	" ╜  BOX DRAWINGS UP DOUBLE AND LEFT SINGLE"
0x00255d	"--null--"	" ╝  BOX DRAWINGS DOUBLE UP AND LEFT"
0x00255e	"--null--"	" ╞  BOX DRAWINGS VERTICAL SINGLE AND RIGHT DOUBLE"
0x00255f	"--null--"	" ╟  BOX DRAWINGS VERTICAL DOUBLE AND RIGHT SINGLE"
0x002560	"--null--"	" ╠  BOX DRAWINGS DOUBLE VERTICAL AND RIGHT"
0x002561	"--null--"	" ╡  BOX DRAWINGS VERTICAL SINGLE AND LEFT DOUBLE"
0x002562	"--null--"	" ╢  BOX DRAWINGS VERTICAL DOUBLE AND LEFT SINGLE"
0x002563	"--null--"	" ╣  BOX DRAWINGS DOUBLE VERTICAL AND LEFT"
0x002564	"--null--"	" ╤  BOX DRAWINGS DOWN SINGLE AND HORIZONTAL DOUBLE"
0x002565	"--null--"	" ╥  BOX DRAWINGS DOWN DOUBLE AND HORIZONTAL SINGLE"
0x002566	"--null--"	" ╦  BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL"
0x002567	"--null--"	" ╧  BOX DRAWINGS UP SINGLE AND HORIZONTAL DOUBLE"
0x002568	"--null--"	" ╨  BOX DRAWINGS UP DOUBLE AND HORIZONTAL SINGLE"
0x002569	"--null--"	" ╩  BOX DRAWINGS DOUBLE UP AND HORIZONTAL"
0x00256a	"--null--"	" ╪  BOX DRAWINGS VERTICAL SINGLE AND HORIZONTAL DOUBLE"
0x00256b	"--null--"	" ╫  BOX DRAWINGS VERTICAL DOUBLE AND HORIZONTAL SINGLE"
0x00256c	"--null--"	" ╬  BOX DRAWINGS DOUBLE VERTICAL AND HORIZONTAL"
0x00256d	"--null--"	" ╭  BOX DRAWINGS LIGHT ARC DOWN AND RIGHT"
0x00256e	"--null--"	" ╮  BOX DRAWINGS LIGHT ARC DOWN AND LEFT"
0x00256f	"--null--"	" ╯  BOX DRAWINGS LIGHT ARC UP AND LEFT"
0x002570	"--null--"	" ╰  BOX DRAWINGS LIGHT ARC UP AND RIGHT"
0x002571	"/"	" ╱  BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT"
0x002572	"\\"	" ╲  BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT"
0x002573	"--null--"	" ╳  BOX DRAWINGS LIGHT DIAGONAL CROSS"
0x002574	"--null--"	" ╴  BOX DRAWINGS LIGHT LEFT"
0x002575	"--null--"	" ╵  BOX DRAWINGS LIGHT UP"
0x002576	"--null--"	" ╶  BOX DRAWINGS LIGHT RIGHT"
0x002577	"--null--"	" ╷  BOX DRAWINGS LIGHT DOWN"
0x002578	"--null--"	" ╸  BOX DRAWINGS HEAVY LEFT"
0x002579	"--null--"	" ╹  BOX DRAWINGS HEAVY UP"
0x00257a	"--null--"	" ╺  BOX DRAWINGS HEAVY RIGHT"
0x00257b	"--null--"	" ╻  BOX DRAWINGS HEAVY DOWN"
0x00257c	"--null--"	" ╼  BOX DRAWINGS LIGHT LEFT AND HEAVY RIGHT"
0x00257d	"--null--"	" ╽  BOX DRAWINGS LIGHT UP AND HEAVY DOWN"
0x00257e	"--null--"	" ╾  BOX DRAWINGS HEAVY LEFT AND LIGHT RIGHT"
0x00257f	"--null--"	" ╿  BOX DRAWINGS HEAVY UP AND LIGHT DOWN"
0x002580	"--null--"	" ▀  UPPER HALF BLOCK"
0x002581	"--null--"	" ▁  LOWER ONE EIGHTH BLOCK"
0x002582	"--null--"	" ▂  LOWER ONE QUARTER BLOCK"
0x002583	"--null--"	" ▃  LOWER THREE EIGHTHS BLOCK"
0x002584	"--null--"	" ▄  LOWER HALF BLOCK"
0x002585	"--null--"	" ▅  LOWER FIVE EIGHTHS BLOCK"
0x002586	"--null--"	" ▆  LOWER THREE QUARTERS BLOCK"
0x002587	"--null--"	" ▇  LOWER SEVEN EIGHTHS BLOCK"
0x002588	"--null--"	" █  FULL BLOCK"
0x002589	"--null--"	" ▉  LEFT SEVEN EIGHTHS BLOCK"
0x00258a	"--null--"	" ▊  LEFT THREE QUARTERS BLOCK"
0x00258b	"--null--"	" ▋  LEFT FIVE EIGHTHS BLOCK"
0x00258c	"--null--"	" ▌  LEFT HALF BLOCK"
0x00258d	"--null--"	" ▍  LEFT THREE EIGHTHS BLOCK"
0x00258e	"--null--"	" ▎  LEFT ONE QUARTER BLOCK"
0x00258f	"--null--"	" ▏  LEFT ONE EIGHTH BLOCK"
0x002590	"--null--"	" ▐  RIGHT HALF BLOCK"
0x002591	"--null--"	" ░  LIGHT SHADE"
0x002592	"--null--"	" ▒  MEDIUM SHADE"
0x002593	"--null--"	" ▓  DARK SHADE"
0x002594	"--null--"	" ▔  UPPER ONE EIGHTH BLOCK"
0x002595	"--null--"	" ▕  RIGHT ONE EIGHTH BLOCK"
0x002596	"--null--"	" ▖  QUADRANT LOWER LEFT"
0x002597	"--null--"	" ▗  QUADRANT LOWER RIGHT"
0x002598	"--null--"	" ▘  QUADRANT UPPER LEFT"
0x002599	"--null--"	" ▙  QUADRANT UPPER LEFT AND LOWER LEFT AND LOWER RIGHT"
0x00259a	"--null--"	" ▚  QUADRANT UPPER LEFT AND LOWER RIGHT"
0x00259b	"--null--"	" ▛  QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER LEFT"
0x00259c	"--null--"	" ▜  QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER RIGHT"
0x00259d	"--null--"	" ▝  QUADRANT UPPER RIGHT"
0x00259e	"--null--"	" ▞  QUADRANT UPPER RIGHT AND LOWER LEFT"
0x00259f	"--null--"	" ▟  QUADRANT UPPER RIGHT AND LOWER LEFT AND LOWER RIGHT"
0x0025a0	"--null--"	" ■  BLACK SQUARE"
0x0025a1	"--null--"	" □  WHITE SQUARE"
0x0025a2	"--null--"	" ▢  WHITE SQUARE WITH ROUNDED CORNERS"
0x0025a3	"--null--"	" ▣  WHITE SQUARE CONTAINING BLACK SMALL SQUARE"
0x0025a4	"--null--"	" ▤  SQUARE WITH HORIZONTAL FILL"
0x0025a5	"--null--"	" ▥  SQUARE WITH VERTICAL FILL"
0x0025a6	"--null--"	" ▦  SQUARE WITH ORTHOGONAL CROSSHATCH FILL"
0x0025a7	"--null--"	" ▧  SQUARE WITH UPPER LEFT TO LOWER RIGHT FILL"
0x0025a8	"--null--"	" ▨  SQUARE WITH UPPER RIGHT TO LOWER LEFT FILL"
0x0025a9	"--null--"	" ▩  SQUARE WITH DIAGONAL CROSSHATCH FILL"
0x0025aa	"--null--"	" ▪  BLACK SMALL SQUARE"
0x0025ab	"--null--"	" ▫  WHITE SMALL SQUARE"
0x0025ac	"--null--"	" ▬  BLACK RECTANGLE"
0x0025ad	"--null--"	" ▭  WHITE RECTANGLE"
0x0025ae	"--null--"	" ▮  BLACK VERTICAL RECTANGLE"
0x0025af	"--null--"	" ▯  WHITE VERTICAL RECTANGLE"
